order_key,order_id,order_date_key,ship_date_key
118,US-2015-159982,20151128,20151204
119,CA-2017-163139,20171201,20171203
120,US-2017-155299,20170608,20170612
121,US-2014-106992,20140919,20140921
122,CA-2016-125318,20160606,20160613
123,CA-2015-155040,20151110,20151115
124,CA-2017-136826,20170616,20170620
125,CA-2016-111010,20160122,20160128
126,US-2017-145366,20171209,20171213
127,CA-2017-163979,20171228,20180102
128,CA-2015-155334,20150730,20150731
129,CA-2017-118136,20170916,20170917
130,CA-2017-132976,20171013,20171017
131,US-2015-161991,20150926,20150928
132,CA-2015-130890,20151102,20151106
133,CA-2015-130883,20150926,20151002
134,CA-2016-112697,20161218,20161220
135,CA-2016-110772,20161120,20161124
136,CA-2014-111451,20141226,20141228
137,CA-2016-142545,20161028,20161103
138,US-2017-152380,20171119,20171123
139,CA-2015-144253,20150504,20150509
140,CA-2014-130960,20141230,20150104
141,CA-2014-111003,20140601,20140606
142,CA-2017-126774,20170415,20170417
143,CA-2016-142902,20160912,20160914
144,CA-2014-120887,20140927,20141003
145,CA-2014-167850,20140809,20140816
146,CA-2014-164259,20141228,20141230
147,CA-2014-164973,20141104,20141109
148,CA-2014-156601,20140919,20140924
149,CA-2016-162138,20160423,20160427
150,CA-2017-153339,20171103,20171105
151,US-2016-141544,20160830,20160901
152,US-2016-150147,20160425,20160429
153,CA-2015-137946,20150901,20150904
154,CA-2014-129924,20140712,20140717
155,CA-2015-128167,20150622,20150626
156,CA-2014-122336,20140413,20140417
157,US-2015-120712,20151220,20151224
158,CA-2017-169901,20170615,20170619
159,CA-2017-134306,20170708,20170712
160,CA-2016-129714,20160901,20160903
161,CA-2016-138520,20160408,20160413
162,CA-2016-130001,20160423,20160428
163,CA-2017-155698,20170308,20170311
164,CA-2017-144904,20170925,20171001
165,CA-2014-123344,20140924,20140929
166,CA-2016-155516,20161021,20161021
167,CA-2017-104745,20170529,20170604
168,US-2014-119137,20140723,20140727
169,US-2016-134656,20160928,20161001
170,US-2017-134481,20170827,20170901
171,CA-2015-130792,20150428,20150505
172,CA-2016-134775,20161028,20161029
173,CA-2015-125395,20150626,20150629
174,US-2015-168935,20151127,20151202
175,CA-2015-122756,20151203,20151207
176,CA-2014-115973,20141124,20141126
177,CA-2017-101798,20171211,20171215
178,US-2014-135972,20140921,20140923
179,US-2014-134971,20140607,20140610
180,CA-2017-102946,20170630,20170705
181,CA-2017-165603,20171017,20171019
182,CA-2015-122259,20151031,20151104
183,CA-2016-108987,20160908,20160910
184,CA-2014-113166,20141224,20141226
185,CA-2014-155208,20140416,20140420
186,CA-2017-117933,20171224,20171229
187,CA-2017-117457,20171208,20171212
188,CA-2017-142636,20171103,20171107
189,CA-2017-122105,20170624,20170628
190,CA-2016-148796,20160414,20160418
191,CA-2017-154816,20171106,20171110
192,CA-2017-110478,20170304,20170309
193,CA-2014-142048,20140622,20140625
194,CA-2017-125388,20171019,20171023
195,CA-2017-155705,20170821,20170823
196,CA-2017-149160,20171123,20171126
197,CA-2014-101476,20140912,20140913
198,CA-2017-152275,20171001,20171008
199,US-2016-123750,20160415,20160421
200,CA-2016-127369,20160606,20160607
201,US-2014-150574,20141219,20141225
202,CA-2016-147375,20160612,20160614
203,CA-2017-130043,20170915,20170919
204,CA-2017-157252,20170120,20170123
205,CA-2016-115756,20160905,20160907
206,CA-2017-154214,20170320,20170325
207,CA-2016-166674,20160401,20160403
208,CA-2017-147277,20171020,20171024
209,CA-2016-100153,20161213,20161217
210,US-2014-110674,20140212,20140218
211,US-2016-157945,20160926,20161001
212,CA-2015-109638,20151215,20151222
213,CA-2016-109869,20160422,20160429
214,US-2015-101399,20150117,20150124
215,CA-2017-154907,20170331,20170404
216,US-2016-100419,20161216,20161220
217,CA-2015-154144,20151220,20151224
218,CA-2014-144666,20141109,20141111
219,CA-2016-103891,20160712,20160719
220,CA-2016-152632,20161027,20161102
221,CA-2016-100790,20160626,20160702
222,CA-2014-134677,20141006,20141010
223,CA-2014-127691,20140722,20140727
224,CA-2017-140963,20170610,20170613
225,CA-2014-154627,20141029,20141031
226,CA-2014-133753,20140609,20140613
227,CA-2014-113362,20140914,20140919
228,CA-2016-169166,20160509,20160514
229,US-2016-120929,20160318,20160321
230,CA-2015-134782,20151227,20151231
231,CA-2016-126158,20160725,20160731
232,US-2016-105578,20160530,20160604
233,CA-2017-134978,20171112,20171115
234,CA-2015-145352,20150316,20150322
235,CA-2017-135307,20171126,20171127
236,CA-2016-106341,20161020,20161023
237,CA-2017-163405,20171221,20171225
238,CA-2017-127432,20170122,20170127
239,CA-2015-157812,20150322,20150326
240,CA-2017-145142,20170123,20170125
241,US-2016-139486,20160521,20160523
242,CA-2015-158792,20151226,20160102
243,CA-2017-113558,20171021,20171026
244,US-2015-138303,20150903,20150907
245,CA-2015-102848,20151107,20151109
246,US-2017-129441,20170907,20170911
247,CA-2016-168753,20160529,20160601
248,CA-2016-126613,20160710,20160716
249,US-2017-122637,20170903,20170908
250,CA-2015-147851,20151203,20151208
251,CA-2015-134894,20151207,20151211
252,CA-2014-140795,20140201,20140203
253,CA-2016-136924,20160714,20160717
254,US-2015-120161,20151218,20151223
255,CA-2014-103849,20140511,20140516
256,CA-2017-162929,20171119,20171122
257,CA-2015-113173,20151115,20151117
258,CA-2016-136406,20160415,20160417
259,CA-2017-112774,20170911,20170912
260,CA-2017-101945,20171124,20171128
261,CA-2017-100650,20170629,20170703
262,CA-2014-155852,20140303,20140307
263,CA-2016-113243,20160610,20160615
264,CA-2017-118731,20171120,20171122
265,CA-2014-145576,20140914,20140918
266,CA-2015-130736,20151207,20151209
267,CA-2017-137099,20171207,20171210
268,CA-2017-156951,20171001,20171008
269,CA-2017-164826,20171228,20180104
270,CA-2016-127250,20161103,20161107
271,CA-2015-149713,20150918,20150922
272,CA-2017-118640,20170720,20170726
273,CA-2015-132906,20150910,20150914
274,CA-2017-145233,20171201,20171205
275,CA-2015-128139,20150703,20150709
276,US-2016-156986,20160320,20160324
277,CA-2014-135405,20140109,20140113
278,CA-2014-131450,20140808,20140815
279,CA-2016-120180,20160714,20160716
280,US-2016-100720,20160716,20160721
281,CA-2014-149958,20140315,20140319
282,US-2014-105767,20140523,20140527
283,CA-2016-161816,20160428,20160501
284,CA-2016-121223,20160911,20160913
285,CA-2017-138611,20171114,20171117
286,CA-2017-117947,20170818,20170823
287,US-2014-111171,20141226,20141231
288,CA-2015-138009,20151129,20151203
289,CA-2017-163020,20170915,20170919
290,CA-2017-153787,20170519,20170523
291,CA-2017-133431,20171217,20171221
292,US-2016-135720,20161211,20161213
293,CA-2017-144694,20170924,20170926
294,CA-2015-168004,20151004,20151009
295,US-2016-123470,20160815,20160821
296,CA-2016-115917,20160520,20160525
297,CA-2016-147067,20161218,20161222
298,CA-2017-167913,20170730,20170803
299,CA-2017-106103,20170610,20170615
300,US-2017-127719,20170721,20170725
301,CA-2017-126221,20171230,20180105
302,CA-2016-103947,20160401,20160408
303,CA-2016-160745,20161211,20161216
304,CA-2016-132661,20161023,20161029
305,CA-2017-140844,20170619,20170623
306,CA-2016-137239,20160822,20160828
307,US-2016-156097,20160919,20160919
308,CA-2015-146563,20150824,20150828
309,CA-2016-123666,20160326,20160330
310,CA-2016-143308,20161104,20161104
311,CA-2017-132682,20170608,20170610
312,CA-2014-156314,20141224,20141226
313,US-2017-106663,20170609,20170613
314,CA-2017-111178,20170615,20170622
315,CA-2017-130351,20171205,20171208
316,US-2017-119438,20170318,20170323
317,CA-2016-164511,20161119,20161124
318,US-2017-168116,20171104,20171104
319,CA-2014-157784,20140705,20140708
320,CA-2017-161480,20171225,20171229
321,US-2014-117135,20140621,20140623
322,CA-2015-131534,20150328,20150402
323,CA-2015-119291,20150514,20150517
324,CA-2017-114552,20170902,20170908
325,CA-2016-163755,20161104,20161108
326,CA-2015-142027,20150409,20150414
327,CA-2014-138527,20140912,20140917
328,CA-2014-112158,20141202,20141204
329,CA-2014-113887,20140405,20140407
330,CA-2017-146136,20170903,20170907
331,US-2017-100048,20170519,20170524
332,CA-2014-153150,20140701,20140706
333,CA-2014-130092,20140111,20140114
334,CA-2017-108910,20170924,20170929
335,CA-2014-104472,20140602,20140607
336,CA-2016-112942,20160213,20160218
337,CA-2016-142335,20161215,20161219
338,CA-2014-117429,20141007,20141013
339,CA-2016-114713,20160707,20160712
340,CA-2017-144113,20170916,20170920
341,US-2016-150861,20161203,20161206
342,CA-2017-131954,20170121,20170125
343,CA-2014-132500,20140908,20140912
344,CA-2014-112326,20140104,20140108
345,US-2016-146710,20160827,20160901
346,CA-2014-124429,20140527,20140527
347,CA-2016-150889,20160320,20160322
348,CA-2017-126074,20171002,20171006
349,CA-2016-110499,20160407,20160409
350,CA-2015-135272,20151207,20151212
351,CA-2016-140928,20160918,20160922
352,CA-2014-106803,20141229,20150102
353,CA-2017-117240,20170723,20170728
354,CA-2017-133333,20170918,20170922
355,CA-2015-112319,20150831,20150905
356,CA-2017-126046,20171103,20171107
357,CA-2015-114923,20150208,20150213
358,CA-2014-162775,20140113,20140115
359,CA-2014-106810,20140514,20140520
360,CA-2016-157245,20160519,20160524
361,CA-2017-104220,20170130,20170205
362,CA-2014-165974,20140629,20140706
363,CA-2015-144267,20150821,20150823
364,US-2015-157014,20151003,20151006
365,CA-2015-154921,20150523,20150528
366,CA-2017-129567,20170317,20170321
367,CA-2015-154620,20151212,20151216
368,CA-2015-115938,20150626,20150630
369,CA-2016-105256,20160520,20160520
370,CA-2014-156433,20140920,20140926
371,CA-2017-151428,20170921,20170926
372,CA-2015-124653,20151224,20151226
373,CA-2015-101910,20151127,20151203
374,CA-2017-105809,20170220,20170223
375,CA-2016-136133,20160818,20160823
376,CA-2016-115504,20160312,20160317
377,CA-2017-135783,20170422,20170424
378,CA-2014-134313,20141101,20141107
379,CA-2015-140921,20150203,20150205
380,CA-2014-151995,20141013,20141015
381,CA-2017-143686,20170514,20170514
382,CA-2015-106565,20150320,20150323
383,CA-2016-149370,20160915,20160919
384,CA-2014-140858,20140628,20140702
385,CA-2017-101434,20170620,20170627
386,US-2014-102071,20140509,20140515
387,CA-2017-126956,20170821,20170828
388,CA-2017-129462,20170616,20170621
389,CA-2016-165316,20160723,20160727
390,US-2014-115987,20140908,20140913
391,US-2017-156083,20171104,20171111
392,US-2016-137547,20160307,20160312
393,CA-2015-100454,20151120,20151125
394,CA-2016-161669,20161107,20161109
395,CA-2015-114300,20151013,20151017
396,CA-2017-107503,20170101,20170106
397,CA-2014-107755,20140207,20140212
398,CA-2016-152534,20160620,20160625
399,CA-2016-113747,20160528,20160604
400,CA-2016-123274,20160219,20160224
401,CA-2014-125612,20140803,20140808
402,CA-2017-161984,20170410,20170415
403,CA-2014-133851,20140609,20140616
404,CA-2016-134474,20160105,20160107
405,CA-2014-149020,20140110,20140115
406,CA-2016-134362,20160929,20161002
407,CA-2014-136742,20140406,20140410
408,CA-2016-158099,20160903,20160905
409,CA-2015-131128,20151019,20151020
410,CA-2014-148488,20141210,20141215
411,CA-2017-114636,20170825,20170829
412,CA-2016-116736,20160117,20160121
413,US-2014-158638,20140917,20140921
414,CA-2017-111689,20171130,20171202
415,CA-2015-129098,20151009,20151013
416,US-2017-123463,20171223,20171223
417,CA-2016-165148,20161022,20161024
418,CA-2014-134061,20140429,20140504
419,CA-2015-143602,20150425,20150428
420,CA-2017-115364,20170626,20170702
421,CA-2017-150707,20171014,20171019
422,CA-2014-104976,20141209,20141216
423,CA-2017-132934,20170620,20170626
424,CA-2017-133256,20170626,20170627
425,CA-2016-105494,20161110,20161112
426,CA-2016-140634,20161003,20161006
427,CA-2014-144407,20140909,20140915
428,CA-2017-160983,20171029,20171031
429,US-2016-114622,20160410,20160412
430,CA-2017-150959,20171111,20171113
431,CA-2017-132353,20170915,20170917
432,CA-2016-130477,20160408,20160412
433,CA-2017-143259,20171230,20180103
434,CA-2017-137596,20170902,20170907
435,CA-2015-133627,20150531,20150607
436,CA-2017-102519,20171127,20171129
437,US-2014-141215,20140615,20140621
438,CA-2016-165218,20160305,20160311
439,CA-2014-138296,20141205,20141212
440,CA-2015-111164,20150411,20150415
441,CA-2016-149797,20160915,20160920
442,CA-2014-132962,20140913,20140916
443,CA-2015-115091,20151005,20151009
444,CA-2017-144932,20170414,20170417
445,CA-2017-114216,20170902,20170906
446,CA-2016-140081,20160620,20160624
447,US-2017-111745,20171105,20171106
448,CA-2015-148250,20151213,20151217
449,CA-2016-105760,20160619,20160620
450,CA-2016-142958,20161213,20161220
451,CA-2015-120880,20150529,20150603
452,US-2015-140200,20150726,20150728
453,US-2017-110576,20171128,20171202
454,CA-2017-131156,20170403,20170407
455,CA-2017-136539,20171228,20180101
456,CA-2017-119305,20171130,20171204
457,CA-2017-102414,20170515,20170518
458,CA-2015-112571,20150922,20150922
459,CA-2017-152142,20171114,20171119
460,CA-2015-160059,20151127,20151201
461,CA-2016-120859,20160901,20160904
462,CA-2014-127488,20140922,20140924
463,CA-2017-135279,20170409,20170411
464,CA-2014-115791,20140116,20140118
465,US-2017-103247,20171005,20171008
466,US-2017-100209,20170709,20170715
467,CA-2017-159366,20170107,20170110
468,CA-2016-145499,20160530,20160531
469,CA-2015-157035,20151209,20151212
470,CA-2016-144939,20161003,20161008
471,CA-2014-163419,20141111,20141114
472,CA-2017-100314,20170929,20171005
473,CA-2015-146829,20150310,20150310
474,CA-2017-167899,20170521,20170526
475,CA-2015-153549,20150329,20150331
476,CA-2016-110023,20160909,20160911
477,CA-2016-105585,20160826,20160827
478,CA-2014-117639,20140521,20140525
479,CA-2015-162537,20151028,20151103
480,CA-2016-155488,20161113,20161117
481,CA-2015-124891,20150731,20150731
482,CA-2015-126445,20150827,20150831
483,CA-2015-111199,20151113,20151117
484,CA-2015-105312,20151106,20151109
485,US-2017-106705,20171226,20180101
486,CA-2017-135034,20170801,20170803
487,CA-2014-158540,20141124,20141126
488,CA-2017-118437,20170617,20170621
489,US-2015-126214,20151221,20151224
490,CA-2015-133025,20150917,20150919
491,CA-2015-108665,20150706,20150710
492,CA-2015-124450,20150427,20150503
493,CA-2015-167269,20150616,20150620
494,CA-2017-106964,20171217,20171220
495,CA-2016-126529,20160111,20160113
496,CA-2014-163552,20140711,20140715
497,CA-2016-109820,20161120,20161122
498,CA-2016-113061,20160422,20160426
499,CA-2015-127418,20150613,20150614
500,CA-2017-121818,20171120,20171121
501,CA-2016-127670,20160320,20160324
502,CA-2016-102981,20160906,20160909
503,CA-2017-115651,20170709,20170712
504,CA-2017-152702,20171012,20171016
505,CA-2016-169103,20160308,20160313
506,CA-2014-139192,20140527,20140601
507,US-2015-153500,20150703,20150705
508,CA-2015-110667,20150404,20150408
509,CA-2017-167150,20171210,20171217
510,CA-2016-105284,20161124,20161201
511,US-2015-125374,20150323,20150329
512,CA-2015-161263,20150416,20150421
513,CA-2016-157686,20161001,20161002
514,US-2017-139955,20170928,20170930
515,US-2015-150161,20150725,20150729
516,CA-2015-144652,20151120,20151126
517,CA-2016-152814,20160428,20160502
518,CA-2017-106943,20171114,20171119
519,CA-2016-134348,20161112,20161119
520,CA-2016-161781,20160929,20160930
521,CA-2017-132521,20170923,20170925
522,CA-2015-110016,20151129,20151204
523,US-2016-143819,20160301,20160305
524,CA-2016-167584,20160812,20160812
525,CA-2016-166163,20160815,20160820
526,CA-2017-158407,20170604,20170610
527,CA-2015-143490,20151206,20151213
528,CA-2015-165085,20151227,20151231
529,CA-2017-160423,20170121,20170126
530,CA-2014-159338,20140625,20140628
531,CA-2016-107216,20160614,20160617
532,US-2017-145863,20170421,20170427
533,CA-2016-112340,20161021,20161027
534,US-2016-110156,20161119,20161124
535,CA-2017-140585,20171218,20171223
536,CA-2016-144855,20160722,20160724
537,CA-2015-142755,20150904,20150908
538,US-2014-147627,20140120,20140126
539,CA-2015-105970,20150302,20150307
540,CA-2016-112102,20160412,20160416
541,US-2016-114776,20161206,20161207
542,US-2016-134908,20160605,20160609
543,US-2016-148803,20161211,20161211
544,CA-2016-152170,20161112,20161115
545,CA-2014-146969,20140929,20141003
546,CA-2015-112452,20150404,20150404
547,CA-2015-113971,20150508,20150514
548,CA-2017-160395,20161231,20170106
549,CA-2014-136567,20141220,20141221
550,CA-2016-149314,20160702,20160707
551,CA-2017-147039,20170629,20170704
552,CA-2014-126522,20140901,20140905
553,CA-2014-127964,20140303,20140308
554,CA-2014-117709,20140504,20140508
555,CA-2015-125416,20151102,20151102
556,CA-2017-145226,20171208,20171210
557,US-2014-100279,20140310,20140314
558,CA-2014-158064,20140421,20140425
559,US-2015-104430,20151022,20151026
560,CA-2015-132080,20150822,20150825
561,CA-2016-161207,20160829,20160903
562,CA-2014-120243,20141227,20141230
563,CA-2016-113621,20161201,20161205
564,CA-2016-168081,20160424,20160427
565,CA-2014-128146,20140621,20140625
566,CA-2017-138779,20170114,20170115
567,CA-2014-127131,20141124,20141130
568,CA-2017-117212,20170226,20170228
569,US-2015-130519,20150915,20150915
570,CA-2016-130946,20160408,20160412
571,CA-2016-114727,20160718,20160724
572,CA-2017-133235,20170801,20170804
573,CA-2016-137050,20160714,20160718
574,US-2017-118087,20170909,20170913
575,CA-2014-110184,20140712,20140716
576,CA-2016-126004,20161204,20161205
577,CA-2017-100013,20171106,20171111
578,CA-2015-132570,20151031,20151102
579,CA-2016-153682,20160530,20160601
580,CA-2016-144344,20161028,20161028
581,CA-2014-127012,20140811,20140815
582,CA-2016-128727,20160829,20160904
583,US-2016-162859,20160215,20160222
584,CA-2017-133641,20170514,20170521
585,CA-2014-168494,20141212,20141214
586,CA-2017-115602,20171218,20171224
587,CA-2015-154956,20150704,20150709
588,CA-2017-144638,20170310,20170314
589,US-2016-168620,20161224,20161228
590,CA-2017-117079,20171023,20171027
591,US-2016-144393,20161028,20161104
592,CA-2017-105053,20170707,20170709
593,CA-2016-155992,20161001,20161002
594,CA-2017-110380,20170902,20170907
595,US-2014-167738,20141224,20141229
596,CA-2017-121412,20170923,20170927
597,CA-2017-100426,20170604,20170608
598,US-2016-103646,20160421,20160426
599,CA-2016-119186,20160526,20160526
600,CA-2016-148698,20160502,20160507
601,CA-2014-163293,20140908,20140911
602,CA-2016-160815,20160905,20160906
603,CA-2017-122154,20170409,20170411
604,US-2015-149692,20151206,20151212
605,CA-2016-119445,20160626,20160703
606,CA-2015-124268,20150704,20150708
607,CA-2016-154711,20161122,20161126
608,CA-2016-163384,20161110,20161112
609,CA-2015-101707,20150827,20150901
610,CA-2015-138898,20150525,20150529
611,CA-2017-115427,20171230,20180103
612,CA-2016-134425,20161208,20161212
613,CA-2015-121391,20151004,20151007
614,CA-2016-137043,20161223,20161225
615,CA-2015-115847,20150919,20150924
616,US-2017-126179,20170703,20170707
617,CA-2016-101966,20160714,20160716
618,CA-2016-141397,20160620,20160621
619,CA-2016-141082,20161209,20161213
620,US-2016-134488,20160924,20161001
621,CA-2016-145919,20161218,20161223
622,CA-2017-157651,20171210,20171214
623,CA-2014-160773,20140701,20140705
624,CA-2017-167703,20170203,20170208
625,CA-2017-121804,20170303,20170308
626,CA-2017-162635,20171009,20171010
627,CA-2014-107153,20140928,20141003
628,US-2014-117058,20140527,20140530
629,CA-2015-120439,20150614,20150618
630,CA-2016-128258,20160330,20160401
631,CA-2017-106033,20171015,20171018
632,CA-2016-142762,20160523,20160527
633,CA-2017-127705,20170602,20170606
634,CA-2014-122567,20140216,20140221
635,CA-2014-121664,20140506,20140510
636,CA-2016-122133,20160516,20160523
637,US-2017-123281,20170402,20170407
638,CA-2017-100524,20170331,20170402
639,CA-2017-113481,20170102,20170104
640,CA-2015-131758,20150528,20150601
641,CA-2014-118339,20140317,20140324
642,CA-2014-153976,20141003,20141008
643,CA-2016-162901,20160328,20160331
644,CA-2017-162978,20170504,20170509
645,US-2014-160444,20140705,20140705
646,CA-2016-145247,20160505,20160507
647,CA-2017-160045,20170426,20170427
648,US-2014-151925,20140926,20141001
649,CA-2017-125199,20171019,20171025
650,US-2017-155425,20171110,20171111
651,CA-2017-133249,20170708,20170711
652,US-2015-103471,20151224,20151228
653,CA-2017-136672,20170307,20170312
654,US-2014-157021,20140401,20140406
655,CA-2015-120362,20150914,20150919
656,CA-2014-126361,20140804,20140809
657,US-2016-100566,20160903,20160909
658,US-2016-108504,20160205,20160205
659,CA-2017-124828,20170703,20170704
660,US-2017-117247,20171009,20171014
661,CA-2016-124485,20161124,20161126
662,CA-2016-159212,20161101,20161105
663,US-2016-161396,20160419,20160425
664,US-2014-118486,20140406,20140408
665,CA-2016-130407,20160902,20160906
666,US-2016-122245,20160925,20160930
667,CA-2017-105144,20171104,20171111
668,CA-2016-136329,20160709,20160713
669,CA-2014-146640,20140630,20140705
670,CA-2017-115994,20170128,20170131
671,CA-2015-126697,20150921,20150924
672,CA-2015-124800,20150926,20150930
673,US-2015-164448,20151031,20151104
674,CA-2017-122700,20171126,20171130
675,CA-2014-120768,20141219,20141221
676,US-2016-153129,20161226,20161230
677,CA-2017-106852,20170620,20170627
678,CA-2015-139731,20151015,20151015
679,CA-2017-122735,20170412,20170415
680,CA-2017-128160,20171219,20171224
681,CA-2017-117695,20170805,20170808
682,CA-2015-166135,20151001,20151006
683,CA-2016-133725,20160523,20160528
684,CA-2017-102337,20170613,20170616
685,US-2014-112564,20140423,20140424
686,CA-2015-145821,20150501,20150507
687,US-2015-160150,20150719,20150720
688,CA-2016-133711,20161126,20161129
689,CA-2017-148474,20170612,20170619
690,CA-2015-111297,20150817,20150821
691,CA-2016-123722,20160925,20161001
692,CA-2014-155271,20140504,20140504
693,CA-2015-119907,20151201,20151208
694,US-2016-128902,20160311,20160315
695,CA-2016-152289,20160826,20160828
696,US-2016-104794,20161216,20161219
697,CA-2014-151708,20140808,20140814
698,CA-2015-100769,20150516,20150516
699,CA-2017-139199,20171209,20171213
700,US-2015-161466,20150924,20150927
701,CA-2017-164959,20170711,20170715
702,US-2015-105676,20151201,20151202
703,CA-2016-113138,20161119,20161125
704,US-2017-104955,20170319,20170324
705,CA-2016-121958,20161113,20161117
706,CA-2017-121468,20171119,20171120
707,US-2016-108455,20161202,20161208
708,CA-2017-101210,20170825,20170828
709,US-2016-108098,20161014,20161018
710,CA-2014-119032,20141127,20141203
711,CA-2015-140410,20151103,20151107
712,CA-2014-136280,20141129,20141206
713,CA-2017-151911,20170430,20170505
714,CA-2017-166436,20171124,20171128
715,CA-2017-139661,20171030,20171103
716,CA-2014-123925,20141217,20141219
717,CA-2017-152485,20170904,20170908
718,CA-2016-141586,20161017,20161020
719,CA-2017-130386,20171112,20171118
720,CA-2016-100468,20161124,20161201
721,CA-2015-153388,20150801,20150807
722,CA-2017-154935,20171224,20171229
723,CA-2016-134208,20160917,20160923
724,CA-2017-108294,20171210,20171210
725,CA-2017-103611,20170912,20170915
726,CA-2017-100384,20170624,20170701
727,CA-2017-112809,20170818,20170822
728,US-2017-160759,20171211,20171217
729,CA-2017-148446,20171210,20171214
730,CA-2014-111059,20140203,20140206
731,CA-2017-116204,20170211,20170214
732,CA-2017-109946,20170416,20170421
733,CA-2015-144806,20151206,20151211
734,CA-2016-122392,20160722,20160727
735,CA-2015-148432,20151107,20151110
736,CA-2015-103793,20150326,20150331
737,CA-2017-159884,20170831,20170905
738,CA-2016-139885,20161204,20161208
739,CA-2017-124086,20170210,20170214
740,CA-2016-112389,20161029,20161102
741,CA-2017-121888,20170915,20170917
